Date,State,District,Mandi,Commodity,Variety,Min Price,Max Price,Modal Price,Unit,Arrival Quantity,Grade,Market Fee (%),Trader Count
2024-04-05,Punjab,Amritsar,Main Mandi,Tomato,Desi,912,1144,1076.0,Quintal,57.35,B,1.07,3
2024-04-09,Maharashtra,Nagpur,Wholesale Yard,Onion,White,1014,1342,1197.0,Quintal,89.3,A,2.27,9
2024-02-06,Gujarat,Vadodara,Agro Market,Rice,Sona Masoori,832,1072,982.0,Quintal,36.35,A,1.06,11
2024-06-04,Gujarat,Ahmedabad,Wholesale Yard,Potato,Chipsona,1098,1217,1186.5,Quintal,57.11,B,2.84,2
2024-01-14,Punjab,Patiala,Sub Mandi,Potato,Kufri Jyoti,916,1082,1023.0,Quintal,50.24,A,1.6,14
2024-02-20,Punjab,Patiala,Agro Market,Onion,White,1004,1303,1129.5,Quintal,82.61,B,2.41,6
2024-05-27,Karnataka,Bangalore,Agro Market,Maize,Yellow,865,999,952.0,Quintal,9.48,A,1.61,7
2024-03-11,Uttar Pradesh,Lucknow,Agro Market,Sugarcane,CO 0238,1012,1343,1177.5,Quintal,89.81,C,2.81,6
2024-01-24,Gujarat,Surat,Wholesale Yard,Wheat,Sharbati,1030,1238,1151.0,Quintal,40.92,B,1.69,2
2024-03-14,Punjab,Patiala,Agro Market,Tomato,Desi,894,1064,937.0,Quintal,26.12,B,1.49,5
2024-05-24,Karnataka,Mysore,Agro Market,Potato,Chipsona,947,1260,1121.5,Quintal,95.06,A,2.4,10
2024-06-04,Uttar Pradesh,Lucknow,Agro Market,Sugarcane,CO 86032,960,1194,1053.0,Quintal,86.34,C,2.34,4
2024-04-18,Karnataka,Mysore,Agro Market,Sugarcane,CO 0238,987,1199,1120.0,Quintal,88.23,B,1.21,12
2024-03-18,Punjab,Patiala,Wholesale Yard,Sugarcane,CO 0238,937,1187,1084.0,Quintal,71.79,B,1.16,5
2024-03-26,Punjab,Amritsar,Wholesale Yard,Tomato,Desi,813,1124,965.5,Quintal,66.44,C,1.1,4
2024-06-07,Gujarat,Vadodara,Sub Mandi,Rice,Kolam,1173,1469,1305.0,Quintal,52.36,A,1.08,2
2024-02-10,Gujarat,Ahmedabad,Wholesale Yard,Wheat,Durum,804,1111,1003.5,Quintal,92.74,C,2.07,13
2024-02-22,Maharashtra,Nagpur,Agro Market,Wheat,Sharbati,930,1164,1003.0,Quintal,71.24,A,2.78,5
2024-05-25,Punjab,Amritsar,Agro Market,Rice,Basmati,964,1358,1186.0,Quintal,8.5,A,2.85,4
2024-04-09,Uttar Pradesh,Lucknow,Agro Market,Rice,Sona Masoori,1200,1328,1279.0,Quintal,24.06,C,2.04,9
2024-01-25,Punjab,Amritsar,Wholesale Yard,Tomato,Hybrid,934,1169,1042.5,Quintal,63.61,A,1.41,7
2024-06-22,Karnataka,Mysore,Sub Mandi,Tomato,Desi,902,1078,1031.0,Quintal,31.82,B,1.72,3
2024-01-11,Uttar Pradesh,Kanpur,Main Mandi,Sugarcane,CO 0238,853,1224,1004.5,Quintal,82.43,B,2.53,2
2024-02-10,Gujarat,Vadodara,Agro Market,Potato,Kufri Jyoti,835,1122,997.5,Quintal,66.7,A,2.46,9
2024-06-27,Punjab,Patiala,Agro Market,Tomato,Hybrid,1092,1298,1245.0,Quintal,41.63,A,2.24,14
2024-03-25,Punjab,Amritsar,Agro Market,Wheat,Durum,915,1232,1083.5,Quintal,28.78,B,2.89,8
2024-04-09,Gujarat,Ahmedabad,Wholesale Yard,Potato,Kufri Jyoti,830,1179,955.5,Quintal,52.8,C,1.69,13
2024-01-04,Punjab,Patiala,Agro Market,Wheat,Lokwan,898,1129,972.5,Quintal,24.43,A,1.38,8
2024-01-01,Punjab,Patiala,Sub Mandi,Sugarcane,CO 0238,1027,1370,1220.5,Quintal,7.9,C,2.3,7
2024-02-01,Karnataka,Hubli,Sub Mandi,Sugarcane,CO 0238,1144,1356,1265.0,Quintal,45.59,A,1.1,15
2024-02-10,Uttar Pradesh,Lucknow,Agro Market,Onion,Red,1120,1390,1279.0,Quintal,10.76,A,2.73,9
2024-05-29,Karnataka,Bangalore,Sub Mandi,Tomato,Desi,940,1237,1112.5,Quintal,77.15,C,1.23,7
2024-04-28,Karnataka,Mysore,Wholesale Yard,Potato,Kufri Jyoti,1191,1419,1259.0,Quintal,89.31,C,1.26,5
2024-05-01,Gujarat,Ahmedabad,Wholesale Yard,Sugarcane,CO 0238,1196,1339,1233.5,Quintal,34.55,C,2.52,14
2024-04-13,Uttar Pradesh,Kanpur,Sub Mandi,Wheat,Durum,1091,1389,1216.0,Quintal,10.56,C,1.61,8
2024-06-06,Maharashtra,Nagpur,Agro Market,Wheat,Durum,1160,1524,1333.0,Quintal,58.57,B,1.15,6
2024-01-31,Maharashtra,Pune,Sub Mandi,Maize,White,1118,1450,1251.0,Quintal,78.54,A,1.46,4
2024-03-06,Uttar Pradesh,Kanpur,Agro Market,Maize,White,845,1197,1068.0,Quintal,71.19,C,2.57,10
2024-05-09,Uttar Pradesh,Kanpur,Agro Market,Potato,Kufri Jyoti,1019,1306,1127.5,Quintal,92.18,C,2.79,15
2024-05-28,Uttar Pradesh,Kanpur,Sub Mandi,Potato,Kufri Jyoti,1160,1392,1304.0,Quintal,93.3,C,2.54,15
2024-01-22,Uttar Pradesh,Lucknow,Sub Mandi,Rice,Kolam,959,1174,1036.5,Quintal,93.01,B,2.19,13
2024-01-19,Gujarat,Surat,Sub Mandi,Tomato,Desi,1127,1440,1323.5,Quintal,49.88,A,2.25,8
2024-01-25,Gujarat,Surat,Sub Mandi,Potato,Chipsona,928,1199,1019.5,Quintal,53.29,C,2.57,14
2024-01-06,Gujarat,Ahmedabad,Main Mandi,Wheat,Sharbati,1029,1178,1058.5,Quintal,49.28,C,2.8,12
2024-03-28,Karnataka,Bangalore,Main Mandi,Onion,Pink,827,1161,1026.0,Quintal,81.75,C,1.02,2
2024-04-22,Karnataka,Mysore,Main Mandi,Potato,Kufri Jyoti,959,1247,1074.0,Quintal,21.59,A,2.79,5
2024-03-11,Punjab,Amritsar,Wholesale Yard,Maize,White,931,1281,1118.0,Quintal,25.11,A,2.39,14
2024-06-04,Karnataka,Bangalore,Agro Market,Rice,Kolam,805,1089,914.0,Quintal,19.1,A,1.88,4
2024-02-19,Maharashtra,Pune,Agro Market,Potato,Kufri Jyoti,1077,1419,1210.0,Quintal,87.91,B,2.87,13
2024-05-03,Maharashtra,Pune,Wholesale Yard,Potato,Chipsona,1055,1303,1149.0,Quintal,59.67,B,1.04,11
2024-01-23,Punjab,Amritsar,Wholesale Yard,Rice,Kolam,1053,1283,1190.0,Quintal,6.01,A,1.18,15
2024-05-04,Maharashtra,Nagpur,Main Mandi,Potato,Kufri Jyoti,801,1043,946.0,Quintal,89.83,C,2.21,4
2024-03-19,Punjab,Amritsar,Sub Mandi,Rice,Kolam,985,1182,1068.5,Quintal,7.77,C,2.65,11
2024-01-19,Karnataka,Bangalore,Main Mandi,Wheat,Sharbati,984,1307,1158.5,Quintal,39.33,A,2.28,8
2024-04-28,Karnataka,Mysore,Sub Mandi,Onion,Red,907,1055,1010.0,Quintal,94.22,C,2.77,11
2024-03-13,Gujarat,Vadodara,Main Mandi,Rice,Kolam,1008,1344,1195.0,Quintal,37.98,C,1.49,6
2024-02-13,Maharashtra,Nagpur,Sub Mandi,Potato,Kufri Jyoti,852,1223,1079.5,Quintal,26.51,C,1.5,6
2024-05-25,Punjab,Patiala,Wholesale Yard,Rice,Sona Masoori,1082,1292,1159.0,Quintal,50.84,A,1.32,5
2024-06-18,Karnataka,Mysore,Sub Mandi,Onion,Red,928,1328,1095.0,Quintal,61.15,B,2.72,10
2024-02-22,Gujarat,Ahmedabad,Agro Market,Tomato,Desi,960,1272,1166.0,Quintal,89.86,B,2.13,11
2024-02-05,Karnataka,Hubli,Sub Mandi,Wheat,Durum,878,1186,1079.0,Quintal,25.96,C,2.22,13
2024-04-22,Karnataka,Bangalore,Wholesale Yard,Maize,White,1097,1431,1223.0,Quintal,23.31,B,1.56,4
2024-03-07,Gujarat,Ahmedabad,Agro Market,Wheat,Durum,1123,1269,1160.0,Quintal,20.53,B,1.24,11
2024-04-16,Maharashtra,Nagpur,Main Mandi,Maize,Yellow,1164,1296,1218.0,Quintal,79.05,A,1.09,10
2024-03-06,Gujarat,Ahmedabad,Agro Market,Onion,Red,980,1194,1071.0,Quintal,84.38,B,2.76,11
2024-05-17,Punjab,Amritsar,Agro Market,Rice,Basmati,841,1074,908.5,Quintal,12.68,A,2.42,5
2024-02-03,Gujarat,Ahmedabad,Agro Market,Rice,Sona Masoori,898,1047,963.5,Quintal,78.64,B,1.36,9
2024-01-22,Uttar Pradesh,Lucknow,Wholesale Yard,Sugarcane,CO 86032,983,1100,1030.5,Quintal,72.25,C,2.02,13
2024-02-12,Uttar Pradesh,Varanasi,Agro Market,Tomato,Desi,1155,1372,1265.5,Quintal,19.77,C,2.9,7
2024-03-02,Punjab,Amritsar,Wholesale Yard,Wheat,Sharbati,1187,1524,1361.5,Quintal,22.99,C,1.38,6
2024-04-01,Maharashtra,Pune,Wholesale Yard,Sugarcane,CO 86032,1161,1459,1311.0,Quintal,89.57,A,1.64,11
2024-02-18,Gujarat,Ahmedabad,Sub Mandi,Onion,Red,916,1089,1017.5,Quintal,93.41,C,1.55,7
2024-01-05,Maharashtra,Pune,Main Mandi,Rice,Sona Masoori,873,1058,922.5,Quintal,87.5,C,1.18,7
2024-05-15,Gujarat,Vadodara,Wholesale Yard,Potato,Chipsona,813,981,875.0,Quintal,89.8,C,1.54,9
2024-02-11,Punjab,Ludhiana,Main Mandi,Rice,Basmati,886,1224,1083.0,Quintal,37.3,B,2.27,5
2024-04-17,Punjab,Patiala,Wholesale Yard,Maize,Yellow,1151,1529,1388.0,Quintal,7.6,B,1.24,4
2024-02-14,Karnataka,Bangalore,Agro Market,Onion,Pink,920,1118,1049.0,Quintal,64.09,C,1.96,4
2024-06-01,Gujarat,Surat,Wholesale Yard,Wheat,Durum,1171,1485,1338.0,Quintal,35.05,C,2.15,2
2024-01-22,Gujarat,Ahmedabad,Main Mandi,Rice,Basmati,1036,1310,1219.0,Quintal,71.01,A,2.97,13
2024-05-16,Karnataka,Hubli,Wholesale Yard,Wheat,Sharbati,827,1007,962.0,Quintal,20.62,A,2.82,7
2024-03-28,Karnataka,Mysore,Sub Mandi,Maize,White,805,994,857.5,Quintal,61.74,A,1.46,6
2024-02-27,Uttar Pradesh,Kanpur,Wholesale Yard,Wheat,Sharbati,1000,1104,1036.0,Quintal,66.85,C,1.15,7
2024-06-10,Karnataka,Hubli,Main Mandi,Tomato,Hybrid,1115,1240,1193.5,Quintal,40.0,A,1.94,6
2024-04-11,Gujarat,Surat,Wholesale Yard,Maize,White,1035,1198,1113.5,Quintal,62.62,B,1.27,4
2024-06-09,Uttar Pradesh,Kanpur,Sub Mandi,Potato,Kufri Jyoti,925,1176,1039.5,Quintal,49.29,C,1.15,8
2024-01-18,Uttar Pradesh,Varanasi,Sub Mandi,Maize,Yellow,1094,1429,1258.5,Quintal,90.33,C,2.05,15
2024-06-12,Uttar Pradesh,Varanasi,Sub Mandi,Onion,Red,1152,1525,1387.5,Quintal,69.93,C,1.96,4
2024-02-18,Karnataka,Bangalore,Wholesale Yard,Wheat,Durum,991,1129,1072.0,Quintal,76.56,A,1.12,10
2024-06-16,Gujarat,Surat,Agro Market,Wheat,Sharbati,990,1382,1183.0,Quintal,63.93,A,2.44,15
2024-05-12,Uttar Pradesh,Varanasi,Wholesale Yard,Maize,Yellow,1134,1327,1275.5,Quintal,89.47,B,2.26,7
2024-03-09,Punjab,Amritsar,Agro Market,Wheat,Durum,1016,1163,1073.5,Quintal,60.08,A,2.66,9
2024-05-11,Karnataka,Mysore,Main Mandi,Rice,Sona Masoori,1170,1376,1305.0,Quintal,27.08,C,1.74,10
2024-02-08,Gujarat,Vadodara,Main Mandi,Potato,Kufri Jyoti,895,1236,1114.5,Quintal,97.41,B,2.65,4
2024-06-04,Punjab,Amritsar,Wholesale Yard,Tomato,Desi,1129,1475,1336.0,Quintal,50.93,B,2.95,12
2024-06-21,Maharashtra,Nagpur,Agro Market,Wheat,Sharbati,1102,1422,1287.0,Quintal,64.46,A,2.78,5
2024-05-04,Gujarat,Ahmedabad,Wholesale Yard,Sugarcane,CO 0238,1002,1162,1107.0,Quintal,82.63,B,1.93,4
2024-02-23,Karnataka,Bangalore,Wholesale Yard,Sugarcane,CO 86032,1122,1426,1249.0,Quintal,57.19,C,1.26,2
2024-05-11,Uttar Pradesh,Lucknow,Wholesale Yard,Maize,White,839,1175,1001.0,Quintal,74.12,A,1.92,15
2024-05-03,Karnataka,Bangalore,Main Mandi,Rice,Sona Masoori,972,1217,1100.5,Quintal,66.42,C,2.88,9
2024-05-01,Punjab,Patiala,Main Mandi,Tomato,Hybrid,1193,1368,1288.5,Quintal,78.31,C,2.88,8
2024-01-04,Gujarat,Ahmedabad,Main Mandi,Potato,Kufri Jyoti,1033,1227,1129.0,Quintal,72.0,B,1.94,7
2024-06-26,Karnataka,Hubli,Sub Mandi,Wheat,Sharbati,872,1183,1020.5,Quintal,9.96,B,1.04,5
2024-02-25,Punjab,Patiala,Agro Market,Maize,White,860,1052,908.0,Quintal,84.75,A,2.22,8
2024-04-18,Punjab,Patiala,Main Mandi,Maize,Yellow,1038,1394,1185.0,Quintal,5.98,A,2.16,3
2024-01-28,Uttar Pradesh,Lucknow,Main Mandi,Sugarcane,CO 0238,813,1043,954.0,Quintal,23.67,A,2.1,15
2024-03-23,Karnataka,Hubli,Agro Market,Rice,Sona Masoori,1099,1269,1165.0,Quintal,34.16,B,1.15,12
2024-02-02,Punjab,Patiala,Main Mandi,Wheat,Sharbati,1174,1486,1326.0,Quintal,81.49,B,1.17,12
2024-06-24,Uttar Pradesh,Kanpur,Main Mandi,Onion,Red,854,1131,949.5,Quintal,41.24,B,1.05,4
2024-03-18,Punjab,Ludhiana,Wholesale Yard,Potato,Chipsona,978,1274,1165.0,Quintal,94.77,B,1.39,10
2024-06-02,Gujarat,Surat,Sub Mandi,Wheat,Lokwan,1133,1251,1220.0,Quintal,85.12,A,2.58,12
2024-05-02,Karnataka,Mysore,Wholesale Yard,Maize,White,1168,1529,1339.5,Quintal,85.68,A,2.31,13
2024-05-20,Punjab,Patiala,Sub Mandi,Tomato,Hybrid,809,1002,945.5,Quintal,98.23,B,1.98,4
2024-05-05,Karnataka,Bangalore,Sub Mandi,Maize,Yellow,1122,1257,1227.5,Quintal,94.13,B,2.97,5
2024-03-17,Gujarat,Ahmedabad,Sub Mandi,Tomato,Hybrid,1184,1359,1236.5,Quintal,53.19,B,1.09,11
2024-01-01,Gujarat,Ahmedabad,Agro Market,Onion,White,813,950,894.5,Quintal,81.08,A,2.83,13
2024-05-24,Punjab,Ludhiana,Agro Market,Tomato,Hybrid,1153,1311,1273.0,Quintal,14.45,A,1.33,2
2024-02-12,Uttar Pradesh,Kanpur,Sub Mandi,Sugarcane,CO 86032,900,1123,963.5,Quintal,39.36,C,1.85,4
2024-01-20,Punjab,Ludhiana,Agro Market,Maize,White,1093,1430,1231.5,Quintal,87.09,B,2.72,3
2024-06-27,Punjab,Amritsar,Wholesale Yard,Tomato,Hybrid,989,1194,1128.5,Quintal,82.62,B,2.34,9
2024-05-13,Punjab,Patiala,Sub Mandi,Maize,Yellow,925,1172,1073.5,Quintal,23.75,A,2.87,10
2024-04-30,Karnataka,Mysore,Agro Market,Rice,Kolam,936,1100,1056.0,Quintal,48.62,C,2.16,5
2024-02-13,Uttar Pradesh,Kanpur,Wholesale Yard,Wheat,Sharbati,903,1052,1003.5,Quintal,20.55,A,1.18,2
2024-02-28,Punjab,Ludhiana,Agro Market,Maize,Yellow,852,1044,985.0,Quintal,58.42,C,2.24,2
2024-05-04,Karnataka,Mysore,Main Mandi,Onion,Pink,1096,1274,1137.0,Quintal,67.87,C,2.78,14
2024-03-03,Karnataka,Hubli,Main Mandi,Rice,Basmati,956,1329,1116.5,Quintal,34.93,A,2.84,14
2024-01-17,Karnataka,Mysore,Wholesale Yard,Onion,Pink,1121,1488,1338.5,Quintal,80.28,B,1.42,2
2024-05-20,Maharashtra,Nashik,Agro Market,Sugarcane,CO 86032,1037,1361,1236.0,Quintal,81.9,C,1.85,13
2024-04-17,Punjab,Amritsar,Main Mandi,Rice,Kolam,1171,1345,1305.0,Quintal,92.25,B,1.56,9
2024-04-27,Maharashtra,Pune,Wholesale Yard,Sugarcane,CO 86032,989,1347,1212.0,Quintal,34.57,A,2.32,15
2024-05-22,Maharashtra,Nagpur,Wholesale Yard,Onion,Pink,826,936,870.0,Quintal,10.74,C,2.64,4
2024-05-30,Gujarat,Ahmedabad,Main Mandi,Tomato,Desi,833,1173,1051.0,Quintal,83.62,C,1.44,13
2024-02-04,Punjab,Patiala,Main Mandi,Potato,Chipsona,1110,1321,1211.5,Quintal,80.4,C,1.86,5
2024-03-05,Maharashtra,Nagpur,Sub Mandi,Onion,Pink,1169,1539,1360.0,Quintal,91.57,B,1.02,10
2024-06-27,Maharashtra,Nashik,Main Mandi,Onion,White,1128,1260,1210.0,Quintal,70.36,C,1.39,3
2024-05-16,Karnataka,Bangalore,Sub Mandi,Sugarcane,CO 86032,1032,1351,1154.5,Quintal,58.4,C,2.89,5
2024-05-04,Maharashtra,Nagpur,Agro Market,Potato,Chipsona,1106,1427,1224.5,Quintal,48.16,C,1.22,10
2024-03-28,Karnataka,Bangalore,Agro Market,Tomato,Desi,949,1191,1084.0,Quintal,29.77,A,1.41,5
2024-05-12,Karnataka,Bangalore,Sub Mandi,Potato,Kufri Jyoti,896,1044,920.0,Quintal,26.09,A,2.83,10
2024-02-22,Punjab,Ludhiana,Sub Mandi,Wheat,Lokwan,852,974,949.0,Quintal,32.62,A,2.87,6
2024-01-04,Uttar Pradesh,Kanpur,Agro Market,Rice,Kolam,1015,1120,1083.5,Quintal,18.83,B,1.07,10
2024-01-24,Uttar Pradesh,Kanpur,Sub Mandi,Rice,Basmati,915,1187,1100.0,Quintal,25.67,B,2.16,8
2024-04-11,Punjab,Amritsar,Main Mandi,Wheat,Sharbati,1136,1484,1303.0,Quintal,28.52,B,2.42,12
2024-04-19,Punjab,Ludhiana,Agro Market,Onion,Red,966,1251,1123.5,Quintal,29.78,B,2.43,14
2024-03-27,Punjab,Ludhiana,Agro Market,Onion,Pink,870,1032,931.0,Quintal,64.61,A,1.6,13
2024-06-05,Karnataka,Mysore,Agro Market,Onion,Red,1048,1310,1194.0,Quintal,98.66,C,1.12,6
2024-04-20,Uttar Pradesh,Varanasi,Main Mandi,Potato,Chipsona,1043,1370,1231.5,Quintal,65.85,B,1.62,6
2024-04-10,Punjab,Patiala,Sub Mandi,Tomato,Desi,879,1084,963.5,Quintal,61.23,C,2.86,4
2024-01-05,Gujarat,Vadodara,Agro Market,Wheat,Sharbati,855,994,913.5,Quintal,40.95,A,2.85,15
2024-04-04,Gujarat,Vadodara,Main Mandi,Rice,Basmati,1043,1157,1064.0,Quintal,48.5,C,1.3,4
2024-02-24,Maharashtra,Nashik,Agro Market,Sugarcane,CO 86032,863,1065,954.0,Quintal,11.55,B,1.56,2
2024-02-14,Gujarat,Surat,Wholesale Yard,Onion,Pink,1130,1293,1227.5,Quintal,91.65,A,2.92,9
2024-05-22,Maharashtra,Nashik,Main Mandi,Tomato,Desi,1050,1303,1214.5,Quintal,84.5,A,1.37,15
2024-05-10,Gujarat,Ahmedabad,Sub Mandi,Maize,White,960,1345,1165.5,Quintal,71.39,B,2.17,7
2024-01-21,Uttar Pradesh,Varanasi,Agro Market,Tomato,Hybrid,1189,1548,1349.5,Quintal,5.13,B,2.88,14
2024-06-06,Karnataka,Hubli,Agro Market,Potato,Chipsona,918,1185,1066.5,Quintal,43.11,B,1.33,2
2024-03-17,Gujarat,Ahmedabad,Sub Mandi,Potato,Chipsona,956,1282,1131.0,Quintal,83.29,B,1.35,9
2024-06-08,Uttar Pradesh,Varanasi,Sub Mandi,Rice,Kolam,874,1023,924.5,Quintal,6.95,C,2.4,7
2024-04-04,Maharashtra,Pune,Sub Mandi,Potato,Chipsona,1090,1488,1241.0,Quintal,71.38,A,2.13,10
2024-04-29,Karnataka,Mysore,Wholesale Yard,Potato,Kufri Jyoti,852,971,952.5,Quintal,86.08,A,2.68,4
2024-04-11,Punjab,Ludhiana,Main Mandi,Tomato,Hybrid,1053,1223,1107.0,Quintal,26.83,B,2.55,13
2024-03-30,Punjab,Amritsar,Main Mandi,Sugarcane,CO 86032,1141,1368,1214.5,Quintal,79.02,B,1.27,14
2024-04-27,Uttar Pradesh,Lucknow,Wholesale Yard,Sugarcane,CO 0238,1170,1342,1264.0,Quintal,62.45,B,1.02,2
2024-03-03,Uttar Pradesh,Lucknow,Agro Market,Maize,Yellow,1158,1507,1374.5,Quintal,9.96,C,2.01,14
2024-04-09,Gujarat,Ahmedabad,Sub Mandi,Wheat,Durum,866,972,940.0,Quintal,51.76,C,2.41,11
2024-06-19,Maharashtra,Nashik,Agro Market,Potato,Kufri Jyoti,1125,1517,1326.0,Quintal,67.7,C,1.96,12
2024-02-28,Uttar Pradesh,Kanpur,Sub Mandi,Potato,Chipsona,804,1022,907.0,Quintal,19.18,A,1.65,9
2024-03-10,Gujarat,Surat,Sub Mandi,Tomato,Hybrid,883,1051,964.0,Quintal,89.42,A,1.87,14
2024-01-10,Karnataka,Mysore,Sub Mandi,Tomato,Desi,923,1199,1102.0,Quintal,36.14,B,3.0,14
2024-04-13,Punjab,Amritsar,Sub Mandi,Rice,Kolam,909,1250,1049.5,Quintal,75.51,C,1.36,12
2024-04-16,Uttar Pradesh,Varanasi,Agro Market,Wheat,Lokwan,1056,1206,1134.0,Quintal,98.11,B,2.46,5
2024-02-13,Punjab,Amritsar,Agro Market,Rice,Basmati,1121,1376,1232.5,Quintal,36.0,C,2.43,4
2024-05-19,Karnataka,Mysore,Agro Market,Maize,White,1070,1202,1175.0,Quintal,36.86,A,1.4,4
2024-03-06,Punjab,Ludhiana,Main Mandi,Sugarcane,CO 86032,837,971,888.0,Quintal,25.75,A,1.23,9
2024-04-23,Punjab,Patiala,Agro Market,Tomato,Hybrid,1019,1142,1080.5,Quintal,7.92,C,1.21,10
2024-01-26,Punjab,Patiala,Agro Market,Rice,Sona Masoori,966,1160,1072.0,Quintal,48.87,A,1.21,5
2024-03-26,Karnataka,Mysore,Main Mandi,Tomato,Hybrid,988,1381,1169.5,Quintal,89.87,A,1.48,13
2024-04-06,Maharashtra,Nagpur,Sub Mandi,Wheat,Lokwan,903,1069,1023.0,Quintal,72.02,A,2.21,7
2024-02-09,Maharashtra,Pune,Main Mandi,Maize,White,845,1072,916.5,Quintal,28.94,B,2.28,3
2024-03-25,Uttar Pradesh,Lucknow,Main Mandi,Tomato,Hybrid,1106,1252,1184.0,Quintal,15.93,A,1.21,13
2024-02-23,Gujarat,Ahmedabad,Wholesale Yard,Maize,Yellow,953,1310,1113.5,Quintal,25.69,B,2.53,13
2024-06-19,Maharashtra,Nashik,Agro Market,Rice,Sona Masoori,1078,1375,1261.5,Quintal,61.15,A,1.83,9
2024-05-05,Uttar Pradesh,Lucknow,Agro Market,Onion,Pink,1121,1484,1325.5,Quintal,84.14,C,2.59,14
2024-06-21,Karnataka,Bangalore,Main Mandi,Rice,Basmati,1087,1473,1326.0,Quintal,60.41,B,2.14,5
2024-06-16,Punjab,Amritsar,Main Mandi,Maize,White,1039,1345,1164.0,Quintal,11.51,C,1.9,5
2024-01-05,Punjab,Ludhiana,Sub Mandi,Rice,Basmati,1119,1341,1258.0,Quintal,44.64,B,1.09,9
2024-02-23,Karnataka,Mysore,Wholesale Yard,Potato,Kufri Jyoti,917,1225,1100.0,Quintal,19.93,B,2.43,11
2024-01-17,Karnataka,Bangalore,Agro Market,Sugarcane,CO 0238,862,1053,914.5,Quintal,57.17,A,2.43,9
2024-02-11,Gujarat,Surat,Agro Market,Maize,White,858,976,891.0,Quintal,10.48,A,1.77,7
2024-01-12,Punjab,Amritsar,Main Mandi,Tomato,Hybrid,870,1109,1018.5,Quintal,67.59,C,2.95,14
2024-05-29,Gujarat,Vadodara,Main Mandi,Onion,Pink,1090,1378,1274.0,Quintal,17.47,B,2.59,9
2024-04-29,Punjab,Patiala,Agro Market,Rice,Basmati,830,1165,957.5,Quintal,44.48,A,1.54,5
2024-02-02,Uttar Pradesh,Varanasi,Main Mandi,Rice,Basmati,1119,1436,1274.5,Quintal,19.79,C,1.17,7
2024-02-23,Uttar Pradesh,Lucknow,Wholesale Yard,Onion,White,1052,1427,1268.5,Quintal,97.58,C,2.04,3
2024-04-21,Maharashtra,Nashik,Sub Mandi,Tomato,Hybrid,1101,1288,1163.5,Quintal,46.15,B,1.19,10
2024-03-06,Maharashtra,Nagpur,Agro Market,Rice,Kolam,1031,1174,1105.5,Quintal,82.66,A,2.29,4
2024-02-08,Punjab,Patiala,Wholesale Yard,Rice,Basmati,1190,1307,1293.5,Quintal,38.28,C,2.96,4
2024-04-12,Punjab,Amritsar,Wholesale Yard,Sugarcane,CO 86032,872,1124,1021.0,Quintal,20.69,A,2.98,9
2024-01-01,Gujarat,Surat,Wholesale Yard,Potato,Chipsona,841,1091,1005.0,Quintal,37.0,B,2.78,2
2024-05-07,Uttar Pradesh,Varanasi,Agro Market,Sugarcane,CO 86032,873,1241,1039.0,Quintal,8.41,B,2.82,6
2024-03-11,Gujarat,Ahmedabad,Agro Market,Maize,Yellow,964,1097,1033.5,Quintal,19.04,B,1.74,6
2024-04-28,Uttar Pradesh,Varanasi,Sub Mandi,Maize,White,831,1060,905.5,Quintal,32.14,B,2.66,12
2024-05-31,Maharashtra,Nagpur,Main Mandi,Maize,Yellow,860,1175,1066.5,Quintal,84.96,C,1.18,11
2024-05-16,Maharashtra,Nashik,Wholesale Yard,Wheat,Lokwan,1061,1417,1256.0,Quintal,78.38,B,1.27,4
2024-05-22,Gujarat,Ahmedabad,Agro Market,Wheat,Lokwan,843,1151,1040.0,Quintal,54.45,A,2.35,12
2024-05-22,Gujarat,Surat,Agro Market,Rice,Kolam,1163,1526,1370.5,Quintal,60.78,C,2.28,8
2024-01-30,Maharashtra,Nagpur,Main Mandi,Rice,Basmati,1063,1345,1214.0,Quintal,86.45,C,1.12,9
2024-01-22,Uttar Pradesh,Lucknow,Agro Market,Maize,Yellow,1071,1318,1201.5,Quintal,19.75,C,2.2,10
2024-05-12,Maharashtra,Nagpur,Main Mandi,Onion,Red,997,1166,1075.5,Quintal,38.17,B,1.46,6
2024-06-13,Uttar Pradesh,Lucknow,Agro Market,Maize,Yellow,979,1157,1110.0,Quintal,54.04,C,1.65,14
2024-05-04,Uttar Pradesh,Kanpur,Sub Mandi,Tomato,Desi,889,1067,948.0,Quintal,49.51,C,2.71,8
2024-04-23,Punjab,Ludhiana,Wholesale Yard,Rice,Basmati,1145,1335,1208.0,Quintal,13.97,C,1.99,5
2024-06-21,Uttar Pradesh,Lucknow,Main Mandi,Wheat,Lokwan,880,1265,1045.5,Quintal,20.21,A,2.84,8
2024-04-13,Uttar Pradesh,Varanasi,Main Mandi,Potato,Chipsona,1099,1216,1201.5,Quintal,11.67,A,2.99,14
2024-02-11,Gujarat,Ahmedabad,Sub Mandi,Sugarcane,CO 86032,1042,1257,1161.5,Quintal,29.1,B,1.11,10
2024-04-16,Punjab,Patiala,Agro Market,Sugarcane,CO 0238,1179,1310,1226.5,Quintal,24.68,B,1.54,7
2024-03-03,Uttar Pradesh,Kanpur,Sub Mandi,Potato,Kufri Jyoti,1136,1454,1298.0,Quintal,71.92,A,1.45,15
2024-03-28,Uttar Pradesh,Varanasi,Wholesale Yard,Tomato,Hybrid,961,1333,1135.0,Quintal,75.02,C,2.07,5
